Index,Data available as of 15 Jauary 2014?,Data.Downloaded,CatalogID,LocID,iso.code,CountryName.UN,CountryName.DHS,StartYear,EndYear,Type,Phase,Recode,SurveyName,ShortName,Survey code,Name for labels,StartDate,EndDate,RefDate,ImplementingOrg,OfficialName,Births.Recode,Births.Raw,Couples.Recode,HH.Recode,HH.Raw,Height/WeightScores,Individual.Recode,Individual.Raw,Childrens.Recode,Childrens.Raw,Male.Recode,Male.Raw,HHMember.Recode,HHMember.Raw,Verbal.Autopsy,HIVTestData,Other Biomarkers,Wealth.Index,Service.Availability,Other,Download notes,Sample.Type.Female,Sample.Type.Male,Sample.Size.HH,Sample.Size.Female,Sample.Size.Male,Sample.Age.Female,Sample.Age.Male,Deaths.HH,Deaths.Causes,Verbal.Autopsy,Sibling.Female,Sibling.Male,Orphanhood.Female,Orphanhood.Male,Pregnancy.History,Health.Expenditures,Maternal.Mortality,Micronutrients,Migration,AIDS.Test,Geography,Availability,Child mort processed,Child mort indirect only,Siblings processed,PregRelCode,PregRelCode notes,Status,Survey Characteristics,Updated by,Updated on,Notes,Report citation
1760,Yes,Y,1734,450,MDG,Madagascar,Madagascar,2003,2004,Standard DHS,DHS-IV,DHS-IV,Madagascar 2003-2004 Demographic and Health Survey,2003-2004 DHS,md42,Madagascar 2003-2004 DHS,23/11/2003,28/03/2004,25/01/2004,Direction de la Dém. et des Stat. Sociales (DDSS),Enquête démographique et de santé,mdbr42,NA,mdcr42,mdhr42,NA,mdhw41,mdir42,NA,mdkr42,NA,mdmr42,NA,mdpr42,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,8420,7949,2432,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,,,,Y,,Y,2;3;6,,,,SK,29-Aug-17,Corrections have been made to the Recode data files (MD?R41). The changes implemented in the new version of the data (MD?R42) are saved in this document: V:\DataArchive\Madagascar\2003-2004\Madagascar 2003-04 Standard DHS Data Alert.pdf,
1770,Yes,Y,,450,MDG,Madagascar,Madagascar,2003,2004,Standard DHS,DHS-IV,DHS-IV,Madagascar 2003-2004 Demographic and Health Survey,2003-2004 DHS,,Madagascar 2003-2004 DHS,23/11/2003,28/03/2004,25/01/2004,Direction de la Dém. et des Stat. Sociales (DDSS),Enquête démographique et de santé,mdbr41,NA,mdcr41,mdhr41,NA,mdhw31,mdir41,NA,mdkr41,NA,mdmr41,NA,mdpr41,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,8420,7949,2432,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,,,,Y,,Y,2;3;6,,,,SK,29-Aug-17,Don't use. Corrections have been made to the Recode data files (MD?R41). The changes implemented in the new version of the data (MD?R42) are saved in this document: V:\DataArchive\Madagascar\2003-2004\Madagascar 2003-04 Standard DHS Data Alert.pdf,
1780,Yes,Y,4691,450,MDG,Madagascar,Madagascar,2008,2009,Standard DHS,DHS-V,DHS-V,Madagascar 2008-2009 Demographic and Health Survey,2008-2009 DHS,md51,Madagascar 2008-2009 DHS,02/11/2008,30/07/2009,17/03/2009,Institut National de la Statistique (INSTAT),,mdbr51,NA,mdcr51,mdhr51,NA,NA,mdir51,NA,mdmr51,NA,mdmr51,NA,mdpr51,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,17857,17375,8586,15 to 49,15 to 59,,,Y,Y,N,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
1790,Yes,Y,5080,450,MDG,Madagascar,Madagascar,2011,2011,MIS,DHS-VI,DHS-VI,Madagascar 2011 Malaria Indicator Survey,2011 MIS,md61,Madagascar 2011 MIS,15/03/2011,15/06/2011,30/04/2011,Institut National de la Statistique (INSTAT),,mdbr61,NA,NA,mdhr61,NA,NA,mdir61,NA,mdkr61,NA,NA,NA,mdpr61,NA,NA,NA,NA,NA,NA,NA,,All Women,None,8094,8169,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,N,,NA,,,,,,,,
1800,Yes,Y,5468,450,MDG,Madagascar,Madagascar,2013,2013,MIS,DHS-VI,DHS-VI,Madagascar 2013 Malaria Indicator Survey,2013 MIS,,Madagascar 2013 MIS,15/04/2013,15/06/2013,15/05/2013,Institut National de la Statistique (INSTAT),,mdbr6h,NA,NA,mdhr6h,NA,NA,mdir6h,NA,mdkr6h,NA,NA,NA,mdpr6h,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,N,NA,,,,,,,,,Y,,,,,,,,,,,,
1810,Yes,Y,6078,450,MDG,Madagascar,Madagascar,2016,2016,MIS,DHS-VII,DHS-VII,Madagascar 2016 Malaria Indicators Surveys (MIS),2016 MIS,,Madagascar 2016 MIS,01/05/2016,31/07/2016,15/06/2016,Institut National de la Statistique (INSTAT),,,NA,NA,mdhr71,NA,NA,mdir71,NA,mdkr71,NA,NA,NA,mdpr71,NA,NA,NA,NA,NA,NA,NA,,All Women,None,11284,10655,NA,15 to 49,NA,,,,N,NA,,,,,,,,,Y,,,,,,,,,SK,09-Mar-17,,"Institut National de la Statistique (INSTAT), Programme National de lutte contre le Paludisme (PNLP), Institut Pasteur de Madagascar (IPM) et ICF International. 2016. Enquête sur les Indicateurs du Paludisme 2016. Calverton, MD, USA : INSTAT, PNLP, IPM et ICF International."
1820,Yes,Y,1834,454,MWI,Malawi,Malawi,1992,1992,Standard DHS,DHS-II,DHS-II,Malawi 1992 Demographic and Health Survey,1992 DHS,mw22,Malawi 1992 DHS,31/08/1992,14/11/1992,08/10/1992,Nat. Statistical Office,,mwbr22,NA,mwcr21,mwhr22,NA,mwhw22,mwir22,NA,mwkr21,NA,mwmr21,NA,mwpr22,NA,NA,NA,NA,mwwi22,mwsq26,NA,,All Women,All Men,5323,4849,1151,15 to 49,20 to 54,,,N,Y,Y,,,,,Y,,,,,,Y,,Y,2;3;5,,,,,,,
1830,Yes,Y,4952,454,MWI,Malawi,Malawi,1996,1996,KAP,DHS-III,,Malawi 1996 KAP,1996 KAP,,Malawi 1996 KAP,15/06/1996,15/10/1996,15/08/1996,Nat. Statistical Office,,NA,NA,mwcp31 (raw),,mwhh34,NA,NA,mwiq34,NA,mwch34,NA,mwml34,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,2798,2683,2658,15 to 49,15 to 54,,,N,N,N,,,,,N,,,,,,NA,,NA,,,,,,,,
1840,Yes,Y,1833,454,MWI,Malawi,Malawi,2000,2000,Standard DHS,DHS-IV,DHS-IV,Malawi 2000 Demographic and Health Survey,2000 DHS,mw41,Malawi 2000 DHS,12/07/2000,17/11/2000,14/09/2000,Nat. Statistical Office,,mwbr41,NA,mwcr41,mwhr41,NA,mwhw41,mwir41,NA,mwkr41,NA,mwmr41,NA,mwpr41,NA,NA,NA,NA,mwwi42,NA,NA,,All Women,All Men,14213,13220,3092,15 to 49,15 to 54,,,N,Y,N,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
1850,Yes,Y,1885,454,MWI,Malawi,Malawi,2004,2004,Standard DHS,DHS-IV,DHS-IV,Malawi 2004 Demographic and Health Survey,2004 DHS,mw4c,Malawi 2004 DHS,04/10/2004,31/01/2005,30/11/2004,The National Statistical Office,,mwbr4d,NA,mwcr4d,mwhr4d,NA,mwhw4c,mwir4d,NA,mwkr4d,NA,mwmr4d,NA,mwpr4d,NA,NA,mwar4a,NA,NA,NA,NA,,All Women,All Men,13664,11698,3261,15 to 49,15 to 54,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
1860,Yes,Y,4692,454,MWI,Malawi,Malawi,2010,2010,Standard DHS,DHS-VI,DHS-V,Malawi 2010 Demographic and Health Survey,2010 DHS,mw60,Malawi 2010 DHS,01/06/2010,11/10/2010,06/08/2010,Nat. Statistical Office,,mwbr61,NA,mwcr61,mwhr61,NA,NA,mwir61,NA,mwkr61,NA,mwmr61,NA,mwpr61,NA,NA,mwar61,NA,NA,NA,NA,,All Women,All Men,24825,23020,7175,15 to 49,15 to 54,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
1870,Yes,Y,5082,454,MWI,Malawi,Malawi,2012,2012,MIS,DHS-VI,DHS-VI,Malawi 2012 Malaria Indicator Survey,2012 MIS,,Malawi 2012 MIS,15/04/2012,15/05/2012,30/04/2012,National Malaria Control Program (NMCP),,mwbr6h,NA,NA,mwhr6h,NA,NA,mwir6h,NA,mwkr6h,NA,NA,NA,mwpr6h,NA,NA,NA,NA,NA,NA,NA,,All Women,None,3404,2906,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,N - NOT YET AVAILABLE,,NA,,,,,,,,
1880,Yes,Y,5793,454,MWI,Malawi,Malawi,2014,2014,MIS,DHS-VII,DHS-VI,Malawi 2014 Malaria Indicator Survey,2014 MIS,mw71,Malawi 2014 MIS,15/05/2014,15/06/2014,01/06/2014,"National Malaria Control Programme (NMCP), Ministry of Health",,NA,NA,NA,mwhr71,NA,NA,mwir71,NA,mwkr71,NA,NA,NA,mwpr71,NA,NA,NA,NA,NA,NA,NA,,All Women,None,3405,2897,NA,15 to 49,NA,,,N,N,NA,,,,,,,,,,,,,,,,,,,,,
1890,Yes,Y,5952,454,MWI,Malawi,Malawi,2015,2016,Standard DHS,DHS-VII,DHS-VII,Malawi 2015-2016 Demographic and Health Survey,2015-2016 DHS,mw7h,Malawi 2015-2016 DHS,19/10/2015,14/02/2016,17/12/2015,National Statistical Office,Malawi 2015-2016 Demographic and Health Survey,mwbr7h,NA,mwcr7h,mwhr7h,NA,NA,mwir7h,NA,mwkr7h,NA,mwmr7h,NA,mwpr7h,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,26361,24562,7478,15 to 49,15 to 54,,,,N,NA,,,,,,,,,,,,,,,,,,SK,15-Aug-17,,"National Statistical Office (NSO) [Malawi] and ICF. 2017. Malawi Demographic and Health Survey 2015-16. Zomba, Malawi, and Rockville, Maryland, USA. NSO and ICF."
1900,Yes,Y,4699,462,MDV,Maldives,Maldives,2009,2009,Standard DHS,DHS-V,DHS-V,Maldives 2009 Demographic and Health Survey,2009 DHS,mv52,Maldives 2009 DHS,03/01/2009,12/10/2009,24/05/2009,Ministry of Health,,mvbr52,NA,mvcr52,mvhr52,NA,NA,mvir52,NA,mvkr52,NA,mvmr52,NA,mvpr52,NA,NA,NA,NA,NA,NA,mvyr51,,Ever Married,Ever Married,6443,7131,1727,15 to 49,15 to 64,,,N,N,N,,,,,N,,,,,not yet available,Y,,NA,,,,,SK,,"Corrections have been made to the women’s recode file, to incorporate the following change: An error was found in the creation of variable V715: Husband’s education-single years, and has been corrected in this version.",
1910,Yes,Y,,462,MDV,Maldives,Maldives,2009,2009,Standard DHS,DHS-V,DHS-V,Maldives 2009 Demographic and Health Survey,2009 DHS,,Maldives 2009 DHS,03/01/2009,12/10/2009,24/05/2009,Ministry of Health,,mvbr51,NA,mvcr51,mvhr51,NA,NA,mvir51,NA,mvkr51,NA,mvmr51,NA,mvpr51,NA,NA,NA,NA,NA,NA,mvyr51,,Ever Married,Ever Married,6443,7131,1727,15 to 49,15 to 64,,,N,N,N,,,,,N,,,,,not yet available,Y,,NA,,,,,SK,29-Aug-17,Don't use,
1920,Yes,Y,1784,466,MLI,Mali,Mali,1987,1987,Standard DHS,DHS-I,DHS-I,Mali 1987 Demographic and Health Survey,1987 DHS,ml01,Mali 1987 DHS,01/03/1987,31/08/1987,31/05/1987,Instit de Sahel: USED/CERPOD,Enquête démographique et de santé,mlbr01,NA,NA,NA,mlhh01,mlhw01,mlir01,NA,mlkr01,NA,mlml01,NA,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,3048,3200,970,15 to 49,20 to 55,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
1930,Yes,Y,1715,466,MLI,Mali,Mali,1995,1996,Standard DHS,DHS-III,DHS-III,Mali 1995-1996 Demographic and Health Survey,1995-1996 DHS,ml32,Mali 1995-1996 DHS,02/11/1995,08/05/1996,04/02/1996,CPS/MSSPA et DNSI,Enquête démographique et de santé,mlbr32,NA,mlcr31,mlhr32,mlhr32,mllhw32,mlir32,NA,mlkr31,NA,mlmr31,NA,mlpr32,NA,NA,NA,NA,mlwi32,mlsq31,NA,,All Women,All Men,8716,9704,2474,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
1940,Yes,Y,1714,466,MLI,Mali,Mali,2001,2001,Standard DHS,DHS-IV,DHS-IV,Mali 2001 Demographic and Health Survey,2001 DHS,ml41,Mali 2001 DHS,03/01/2001,24/06/2001,30/03/2001,CPS/MSSPA et DNSI,Enquête démographique et de santé,mlbr41,NA,mlcr41,mlhr41,NA,mlhw41,mlir41,NA,mlkr41,NA,mlmr41,NA,mlpr41,NA,NA,mlht41,NA,mlwi42,mlsq42,NA,,All Women,All Men,12331,12849,3405,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
1950,Yes,Y,1682,466,MLI,Mali,Mali,2006,2006,Standard DHS,DHS-V,DHS-V,Mali 2006 Demographic and Health Survey,2006 DHS,ml50,Mali 2006 DHS,01/04/2006,17/12/2006,09/08/2006,Cellule de Planification et de Statistique (CPS) D,Enquête démographique et de santé,mlbr52,NA,mlcr52,mlhr52,NA,NA,mlir52,NA,mlkr52,NA,mlmr52,NA,mlpr52,NA,NA,mlar51,NA,NA,NA,NA,,All Women,All Men,12998,14583,4207,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
1960,Yes,Y,5063,466,MLI,Mali,Mali,2010,2010,Special,DHS-VI,DHS-V,Mali 2010 Special Demographic and Health Survey,2010 Special DHS,,Mali 2010 Special DHS,15/08/2010,15/10/2010,14/09/2010,Programme National de Lutte contre le Paludisme (PNLP) and INFO-STAT - See more at: http://dhsprogram.com/what-we-do/survey/survey-display-387.cfm#sthash.07RcTvRM.dpuf,,NA,NA,NA,mlhr60,NA,NA,NA,NA,NA,NA,NA,NA,mlpr60,NA,NA,NA,NA,NA,NA,NA,,,None,,,,,,,,N,N,N,,,,,N,,,,Y,,NA,,NA,,,,,,,,
1970,Yes,Y,5460,466,MLI,Mali,Mali,2012,2013,Standard DHS,DHS-VI,DHS-VI,Mali 2012-2013 Demographic and Health Survey,2012 DHS,ml60,Mali 2012 DHS,13/11/2012,18/02/2013,31/12/2012,,,mlbr6h,NA,mlcr6h,mlhr6h,NA,NA,mlir6h,NA,mlkr6h,NA,mlmr6h,NA,mlpr6h,NA,NA,mlar6a,NA,NA,NA,NA,,All Women,All Men,10105,10424,4399,15 to 49,15 to 59,,,N,YY,N,,,,,Y,,,,,,N - NOT YET AVAILABLE,,Y,2;3;6,6=2 months after delivery,,,,,,
1980,Yes,Y,5927,466,MLI,Mali,Mali,2015,2015,MIS,DHS-VIII,DHS-VI,Mali 2015 Malaria Indicator Survey,2015 MIS,,Mali 2015 MIS,15/09/2015,15/11/2015,15/10/2015,INFO-STAT in collaboration with Programme national de Lutte contre le Paludisme (PNLP) and Institut National de la Statistique,,NA,NA,NA,mlhr70,NA,NA,mlir70,NA,mlkr70,NA,NA,NA,mlpr70,NA,NA,NA,NA,NA,NA,NA,,All Women,None,4240,7758,NA,15 to 49,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Restricted,N,1853,478,MRT,Mauritania,Mauritania,2000,2001,Standard DHS,Other,DHS-III,Mauritania 2000-2001 Demographic and Health Survey,2000-2001 DHS,mr42,Mauritania 2000-2001 DHS,31/07/2000,06/04/2001,02/12/2000,Office Nat. de la Statistique,Enquête démographique et de santé,,,,,,,mrir42,,,,,,,,,,,,,,,All Women,All Men,6149,7728,2191,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,,,restricted data,N,,Y,2;3;6,,,,,,,
2000,Restricted,N,802,478,MRT,Mauritania,Mauritania,2003,2004,Special,Other,,Mauritania 2003-2004 Special Survey,2003-2004 Special,,Mauritania 2003/2004 Special,15/08/2003,15/04/2004,15/12/2003,,,,,,,,,,,,,,,,,,,,,,,,All Women,None,4382,5211,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,N - SPECIAL,,NA,,,,,,,,
2010,Yes,Y,1733,484,MEX,Mexico,Mexico,1987,1987,Standard DHS,DHS-I,DHS-I,Mexico 1987 Demographic and Health Survey,1987 DHS,mx00,Mexico 1987 DHS,25/02/1987,31/05/1987,13/04/1987,Dir. Gen. de Plan. Fam./ Sec. de Salud,Encuesta Nacional sobre Fecundidad y Salud,mxbr00,NA,NA,NA,mxhh02,NA,mxir00,NA,mxkr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,None,7786,9310,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
2020,Yes,Y,1796,504,MAR,Morocco,Morocco,1987,1987,Standard DHS,DHS-I,DHS-I,Morocco 1987 Demographic and Health Survey,1987 DHS,ma01,Morocco 1987 DHS,04/05/1987,31/07/1987,17/06/1987,Min. de la Santé Publique,"Enquête nationale sur la planification familiale, la fécondité et la santé de la population",mabr01,NA,NA,NA,mahh01,mahw01,mair01,NA,makr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Ever Married,None,6960,5982,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
2030,Yes,Y,1797,504,MAR,Morocco,Morocco,1992,1992,Standard DHS,DHS-II,DHS-II,Morocco 1992 Demographic and Health Survey,1992 DHS,ma21,Morocco 1992 DHS,17/01/1992,12/05/1992,15/03/1992,Min. de la Santé Publique,Enquête nationale sur la population et la santé,mabr21,NA,NA,mahr21,NA,mahw21,mair21,NA,makr21,NA,NA,NA,mapr21,NA,NA,NA,NA,mawi21,masq20,NA,,All Women,All Men,6577,9256,1336,15 to 49,20 to 70,,,N,Y,N,,,,,Y,,,,,,Y,,Y,2;3;6,,,,,,,
2040,Yes,Y,695,504,MAR,Morocco,Morocco,1995,1995,Special,DHS-III,,Morocco 1995 Special Demographic and Health Survey,1995 Special DHS,,Morocco 1995 Special DHS,15/04/1995,15/05/1995,30/04/1995,CPS/MSSPA et DNSI Cellule de Planification et Statistique du Ministère de la Santé; Direction de la Statistique et de l'Informatique du Ministère de l'Économie et des Finances - See more at: http://dhsprogram.com/what-we-do/survey/survey-display-77.cfm#sthash.LVAlpzhy.dpuf,,NA,NA,NA,mahh33,NA,NA,NA,maig33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,None,2751,4753,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,N - SPECIAL,,NA,,,,,,,,
2050,Yes,Y,1866,504,MAR,Morocco,Morocco,2003,2004,Standard DHS,DHS-IV,DHS-IV,Morocco 2003-2004 Demographic and Health Survey,2003-2004 DHS,ma43,Morocco 2003-2004 DHS,20/10/2003,27/02/2004,24/12/2003,SEIS-Ministry of Health,Enquête sur la population et la santé familiale,mabr43,NA,NA,mahr43,NA,mahw42,mair43,NA,makr43,NA,NA,NA,mapr43,NA,NA,NA,NA,NA,NA,NA,,All Women,None,11513,16798,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
2060,Yes,Y,1767,508,MOZ,Mozambique,Mozambique,1997,1997,Standard DHS,DHS-III,DHS-III,Mozambique 1997 Demographic and Health Survey,1997 DHS,mz31,Mozambique 1997 DHS,04/03/1997,13/07/1997,09/05/1997,Inst. Nacional de Estadistica,Inquérito Demográfico e de Saúde,mzbr31,NA,mzcr31,mzhr31,NA,mzhw31,mzir31,NA,mzkr31,NA,mzmr31,NA,mzpr31,NA,NA,NA,NA,mzwi31,NA,NA,,All Women,All Men,9282,8779,2335,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,,,,Y,,Y,2;3;6,,,,,,,
2070,Yes,Y,1758,508,MOZ,Mozambique,Mozambique,2003,2003,Standard DHS,DHS-IV,DHS-IV,Mozambique 2003 Demographic and Health Survey,2003 DHS,mz41,Mozambique 2003 DHS,29/08/2003,16/01/2004,07/11/2003,INE (National Statistical Institute),Inquérito Demográfico e de Saúde,mzbr41,NA,mzcr41,mzhr41,NA,mzhw41,mzir41,NA,mzkr41,NA,mzmr41,NA,mzpr41,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,12315,12418,2900,15 to 49,15 to 64,,,N,Y,N,,,,,Y,,,,,,Y,,Y,2;3;6,,,,,,,
2080,Yes,Y,4693,508,MOZ,Mozambique,Mozambique,2009,2009,Standard AIS,DHS-V,DHS-V,Mozambique 2009 AIDS Indicator Survey,2009 AIS,mz51,Mozambique 2009 AIS,15/06/2009,15/09/2009,31/07/2009,Ministerio da Saúde Instituto Nacional de Saúde (INS) Central Hospital Instituto Nacional de Estatística (INE) - See more at: http://dhsprogram.com/what-we-do/survey/survey-display-322.cfm#sthash.lscE906V.dpuf,,NA,NA,NA,mzhr51,NA,NA,mzir51,NA,NA,NA,NA,NA,mzpr51,mzpr51,NA,NA,NA,NA,NA,mzod51,,All Women,All Men,6097,6413,4799,15 to 64,15 to 64,,,N,N,N,,,,,N,,,Y,Y,no birth recode file,Y,Y,NA,,,,,,,,
2090,Yes,Y,5064,508,MOZ,Mozambique,Mozambique,2011,2011,Standard DHS,DHS-VI,DHS-VI,Mozambique 2011 Demographic and Health Survey,2011 DHS,mz62,Mozambique 2011 DHS,23/05/2011,06/12/2011,29/08/2011,Instituto Nacional de Estatística (INE),,mzbr62,NA,mzcr62,mzhr62,NA,NA,mzir62,NA,mzkr62,NA,mzmr62,NA,mzpr62,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,13919,13745,4035,15 to 49,15 to 64,,,N,Y,N,,,,,Y,,,,Y,,,,Y,2;3;6,,,,,,,
2100,Not yet,N,5794,508,MOZ,Mozambique,Mozambique,2014,2014,,,,Mozambique 2014 AIDS Indicator Survey,2014 AIS,,Mozambique 2014 AIS,15/04/2014,15/08/2014,15/06/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,?,,,,,,,,,,,,,,,,,,,,,
2110,Yes,Y,6084,104,MMR,Myanmar,Myanmar,2015,2016,Standard DHS,DHS-VII,DHS-VII,Myanmar 2015-2016 Demographic and Health Survey,2015-16 MDHS,mm71,Myanmar 2015-16 DHS,07/12/2015,07/07/2016,22/03/2016,"Department of Health Planning, Ministry of Health and Sports",Myanmar Demographic and Health Survey (MDHS) 2015-16,mmbr71,,mmcr71,mmhr71,,,mmir71,,mmkr71,,mmmr71,,mmpr71,,,,,,,,,All Women,All Men,12500,12885,4737,15 to 49,15 to 64,,,,,,,,,,Y,,,N,Y,,,,,,,,Y,SK,31-Mar-17,,"Ministry of Health and Sports (MoHS) and ICF. 2017. Myanmar Demographic and Health Survey 2015-16. Nay Pyi Taw, Myanmar, and Rockville, Maryland USA: Ministry of Health and Sports and ICF."
2120,Yes,Y,1799,516,NAM,Namibia,Namibia,1992,1992,Standard DHS,DHS-II,DHS-II,Namibia 1992 Demographic and Health Survey,1992 DHS,nm21,Namibia 1992 DHS,01/07/1992,28/11/1992,14/09/1992,Min. of Health and Social Services,,nmbr21,NA,NA,nmhr21,NA,nmhw21,nmir21,NA,nmkr21,NA,NA,NA,nmpr21,NA,NA,NA,NA,nmwi21,NA,NA,,All Women,None,4101,5421,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,,Y,,Y,2;3;5,,,,,,,
2130,Yes,Y,1807,516,NAM,Namibia,Namibia,2000,2000,Standard DHS,DHS-IV,DHS-IV,Namibia 2000 Demographic and Health Survey,2000 DHS,nm41,Namibia 2000 DHS,25/09/2000,14/12/2000,04/11/2000,Ministry of Health and Social Services,,nmbr41,NA,nmcr41,nmhr41,NA,nmhw41,nmir41,NA,nmkr41,NA,nmmr41,NA,nmpr41,NA,NA,NA,NA,nmwi41,NA,NA,,All Women,All Men,6392,6755,2954,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
2140,Yes,Y,43,516,NAM,Namibia,Namibia,2006,2007,Standard DHS,DHS-V,DHS-V,Namibia 2006-2007 Demographic and Health Survey,2006-2007 DHS,nm50,Namibia 2006-2007 DHS,06/11/2006,28/03/2007,16/01/2007,Ministry of Health and Social Services (MOHSS),,nmbr51,NA,nmcr51,nmhr51,NA,NA,nmir51,NA,nmkr51,NA,nmmr51,NA,nmpr52,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,9200,9804,3915,15 to 49,15 to 49,,,N,Y,N,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
2150,Yes,Y,5930,516,NAM,Namibia,Namibia,2009,2009,MIS,DHS-VI,,Namibia 2009 MIS,2009 MIS,,Namibia 2009 MIS,15/07/2009,15/09/2009,15/08/2009,Namibia Ministry of Health and Social Services,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,N,N,N,,,,,N,,,,Y,,NA,,NA,,,,,,,,
2160,Yes,Y,5616,516,NAM,Namibia,Namibia,2013,2013,Standard DHS,DHS-VI,DHS-VI,Namibia 2013 Demographic and Health Survey,2013 DHS,,Namibia 2013 DHS,26/05/2013,24/09/2013,25/07/2013,Ministry of Health and Social Services,,nmbr60,NA,nmcr60,,NA,NA,nmir60,NA,nmkr60,NA,nmmr60,NA,nmpr60,NA,NA,nmar61,NA,NA,NA,NA,,All Women,All Men,9849,9176,4481,15 to 49,15 to 64,,,,Y,N,,,,,Y,,,,,,,,Y,2;3;6,6=2 months after delivery,,,,,,
2170,Yes,Y,5616,516,NAM,Namibia,Namibia,2013,2013,Standard DHS,DHS-VI,DHS-VI,Namibia 2013 Demographic and Health Survey,2013 DHS,nm61,Namibia 2013 DHS,26/05/2013,24/09/2013,25/07/2013,Ministry of Health and Social Services and Namibia Statistics Agency,Namibia Demographic and Health Survey 2013,nmbr61,NA,nmcr61,nmhr61,NA,NA,nmir61,NA,nmkr61,NA,nmmr61,NA,nmpr61,NA,NA,nmar61,NA,NA,NA,NA,,All Women,All Men,9849,9176,4481,15 to 49,15 to 64,,,,Y,N,,,,,N,,,,,,,,Y,2;3;6,6=2 months after delivery,,,SK,15-Jul-15,,
2180,Yes,Y,5740,524,NPL,Nepal,Nepal,1987,1987,In Depth,DHS-I,,Nepal 1987 In Depth Survey,1987 In Depth,,Nepal 1987 In Depth,15/02/1987,15/04/1984,15/09/1985,New ERA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"npid01, npsc01","in-depth, screening",Currently Married,None,4709,1630,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,NA,,NA,,,,,,,,
2190,Yes,Y,1801,524,NPL,Nepal,Nepal,1996,1996,Standard DHS,DHS-III,DHS-III,Nepal 1996 Demographic and Health Survey,1996 DHS,np31,Nepal 1996 DHS,15/01/1996,15/06/1996,31/03/1996,Min. of Health/New ERA,Family Health Survey,npbr31,NA,NA,nphr31,NA,nphw31,npir31,NA,npkr31,NA,NA,NA,nppr31,NA,NA,NA,NA,npwi31,NA,NA,,Ever Married,None,8082,8429,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,,Y,,Y,2;3;6,,,,,,,
2200,Yes,Y,1800,524,NPL,Nepal,Nepal,2001,2001,Standard DHS,DHS-IV,DHS-IV,Nepal 2001 Demographic and Health Survey,2001 DHS,np41,Nepal 2001 DHS,22/01/2001,30/06/2001,11/04/2001,Min. of Health/New ERA,,npbr41,NA,npcr41,nphr41,NA,nphw41,npir41,NA,npkr41,NA,npmr41,NA,nppr41,NA,NA,NA,NA,npwi41,NA,NA,,Ever Married,Ever Married,,,,,,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
